model_index_id,me_name,release_id,bundle_id,bundle_version_id,crosswalk_version_id,modelable_entity_id,location_set_id,year_start,year_end,metric_id,data_transform,prediction_age_group_ids,prediction_sex_ids,prediction_units,description,gbd_covariates,stage_1_model_formula,density_cutoffs,st_version,st_lambda,st_omega,st_zeta,time_correlation_scale,gpr_scale,agg_level_4_to_3,agg_level_5_to_4,add_nsv,rake_logit,gpr_draws,path_to_data,path_to_custom_stage_1,transform_offset,notes
108,Percent deliveries in private (for-profit) primary facilities,33,10557,49874,48180,31608,22,1980,2024,3,logit,22,3,Percent deliveries in private primary facility,test kenya aggregation,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.1, 0.1, 0.1, 0.1","1, 1, 1, 1, 1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214, 179, 180",180,,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//priv_prim/02_linear_oos/alpha_2025-03-25/priv_prim_custom_prior_2025_03_25.csv,0.001,
109,Percent deliveries in public hospital,33,10530,49871,48177,31604,22,1980,2024,3,logit,22,3,Percent deliveries in public hospital,test kenya aggregation,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.5, 0.1, 0.1, 0.1","1, 1, 1, 1, 1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214, 179, 180",180,,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//pub_hosp/02_linear_oos/alpha_2025-03-25/pub_hosp_custom_prior_2025_03_25.csv,,
110,Percent deliveries in primary facility of any sector,33,10635,49876,48182,32346,22,1980,2024,3,logit,22,3,Percent deliveries in a primary facility,test kenya aggregation,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.5, 0.1, 0.1, 0.1","1, 1, 1, 1, 1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214, 179, 180",180,,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//prim_any/02_linear_oos/alpha_2025-03-25/prim_any_custom_prior_2025_03_25.csv,,
111,Percent deliveries in public primary facilities,33,10556,49873,48179,31607,22,1980,2024,3,logit,22,3,Percent deliveries in public primary facility,test kenya aggregation,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.1, 0.1, 0.1, 0.1","1, 1, 1, 1, 1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214, 179, 180",180,,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//pub_prim/02_linear_oos/alpha_2025-03-25/pub_prim_custom_prior_2025_03_25.csv,,
112,Percent deliveries in private hospital,33,10554,49872,48178,31605,22,1980,2024,3,logit,22,3,Percent deliveries in private hospital,test kenya aggregation,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.1, 0.1, 0.1, 0.1","1, 1, 1, 1, 1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214, 179, 180",180,,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//priv_hosp/02_linear_oos/alpha_2025-03-25/priv_hosp_custom_prior_2025_03_25.csv,,
113,Percent deliveries in hospital of any sector,33,10634,49875,48443,32345,22,1980,2024,3,logit,22,3,Percent deliveries in hospital,check outliers 05/00,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.5, 0.1, 0.1, 0.1","1, 1, 1, 1, 1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214, 179, 180",180,,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//hosp_any/02_linear_oos/alpha_2025-03-25/hosp_any_custom_prior_2025_03_25.csv,0.001,
114,Percent deliveries in private (for-profit) primary facilities,33,10557,49874,48449,31608,22,1980,2024,3,logit,22,3,Percent deliveries in private primary facility,recheck outliers 05/01,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.1, 0.1, 0.1, 0.1","1, 1, 1, 1, 1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214, 179, 180",180,,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//priv_prim/02_linear_oos/alpha_2025-03-25/priv_prim_custom_prior_2025_03_25.csv,0.001,
115,Percent deliveries in public hospital,33,10530,49871,48445,31604,22,1980,2024,3,logit,22,3,Percent deliveries in public hospital,check outliers 05/02,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.5, 0.1, 0.1, 0.1","1, 1, 1, 1, 1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214, 179, 180",180,,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//pub_hosp/02_linear_oos/alpha_2025-03-25/pub_hosp_custom_prior_2025_03_25.csv,,
116,Percent deliveries in primary facility of any sector,33,10635,49876,48444,32346,22,1980,2024,3,logit,22,3,Percent deliveries in a primary facility,check outliers 05/03,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.5, 0.1, 0.1, 0.1","1, 1, 1, 1, 1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214, 179, 180",180,,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//prim_any/02_linear_oos/alpha_2025-03-25/prim_any_custom_prior_2025_03_25.csv,,
117,Percent deliveries in public primary facilities,33,10556,49873,48447,31607,22,1980,2024,3,logit,22,3,Percent deliveries in public primary facility,check outliers 05/04,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.1, 0.1, 0.1, 0.1","1, 1, 1, 1, 1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214, 179, 180",180,,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//pub_prim/02_linear_oos/alpha_2025-03-25/pub_prim_custom_prior_2025_03_25.csv,,
118,Percent deliveries in private hospital,33,10554,49872,48446,31605,22,1980,2024,3,logit,22,3,Percent deliveries in private hospital,check outliers 05/05,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.1, 0.1, 0.1, 0.1","1, 1, 1, 1, 1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214, 179, 180",180,,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//priv_hosp/02_linear_oos/alpha_2025-03-25/priv_hosp_custom_prior_2025_03_25.csv,,
119,Percent deliveries in hospital of any sector,33,10634,50252,48504,32345,22,1980,2024,3,logit,22,3,Percent deliveries in hospital,05/12 more draws,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.5, 0.1, 0.1, 0.1","1, 1, 1, 1, 1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214, 179, 180",180,,1,1000,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//hosp_any/02_linear_oos/alpha_2025-05-12/hosp_any_custom_prior_2025_05_12.csv,0.001,
120,Percent deliveries in private (for-profit) primary facilities,33,10557,50251,48503,31608,22,1980,2024,3,logit,22,3,Percent deliveries in private primary facility,05/12 more draws,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.1, 0.1, 0.1, 0.1","1, 1, 1, 1, 1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214, 179, 180",180,,1,1000,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//priv_prim/02_linear_oos/alpha_2025-05-12/priv_prim_custom_prior_2025_05_12.csv,0.001,
121,Percent deliveries in public hospital,33,10530,50248,48500,31604,22,1980,2024,3,logit,22,3,Percent deliveries in public hospital,05/12 more draws,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.5, 0.1, 0.1, 0.1","1, 1, 1, 1, 1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214, 179, 180",180,,1,1000,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//pub_hosp/02_linear_oos/alpha_2025-05-12/pub_hosp_custom_prior_2025_05_12.csv,,
122,Percent deliveries in primary facility of any sector,33,10635,50523,48505,32346,22,1980,2024,3,logit,22,3,Percent deliveries in a primary facility,05/12 more draws,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.5, 0.1, 0.1, 0.1","1, 1, 1, 1, 1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214, 179, 180",180,,1,1000,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//prim_any/02_linear_oos/alpha_2025-05-12/prim_any_custom_prior_2025_05_12.csv,,
123,Percent deliveries in public primary facilities,33,10556,50250,48502,31607,22,1980,2024,3,logit,22,3,Percent deliveries in public primary facility,05/12 more draws,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.1, 0.1, 0.1, 0.1","1, 1, 1, 1, 1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214, 179, 180",180,,1,1000,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//pub_prim/02_linear_oos/alpha_2025-05-12/pub_prim_custom_prior_2025_05_12.csv,,
124,Percent deliveries in private hospital,33,10554,50249,48501,31605,22,1980,2024,3,logit,22,3,Percent deliveries in private hospital,05/12 more draws,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.1, 0.1, 0.1, 0.1","1, 1, 1, 1, 1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214, 179, 180",180,,1,1000,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//priv_hosp/02_linear_oos/alpha_2025-05-12/priv_hosp_custom_prior_2025_05_12.csv,,
125,Percent deliveries in hospital of any sector,33,10634,50360,48755,32345,22,1980,2024,3,logit,22,3,Percent deliveries in hospital,05/20 dropping lambda,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.02,0.02,0.02,0.02,0.03","1,1,1,1,1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214",,0,1,1000,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//hosp_any/02_linear_oos/alpha_2025-05-19/hosp_any_custom_prior_2025_05_19.csv,0.001,
126,Percent deliveries in private (for-profit) primary facilities,33,10557,50366,48754,31608,22,1980,2024,3,logit,22,3,Percent deliveries in private primary facility,05/20 dropping lambda,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.02,0.02,0.02,0.02,0.02","1,1,1,1,1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214",,0,1,1000,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//priv_prim/02_linear_oos/alpha_2025-05-19/priv_prim_custom_prior_2025_05_19.csv,0.001,
127,Percent deliveries in public hospital,33,10530,50362,48750,31604,22,1980,2024,3,logit,22,3,Percent deliveries in public hospital,05/20 dropping lambda,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.02,0.02,0.02,0.02,0.01","1,1,1,1,1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214",,0,1,1000,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//pub_hosp/02_linear_oos/alpha_2025-05-19/pub_hosp_custom_prior_2025_05_19.csv,,
128,Percent deliveries in primary facility of any sector,33,10635,50361,48756,32346,22,1980,2024,3,logit,22,3,Percent deliveries in a primary facility,05/20 dropping lambda,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.02,0.02,0.02,0.02,0.00","1,1,1,1,1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214",,0,1,1000,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//prim_any/02_linear_oos/alpha_2025-05-19/prim_any_custom_prior_2025_05_19.csv,,
129,Percent deliveries in public primary facilities,33,10556,50365,48752,31607,22,1980,2024,3,logit,22,3,Percent deliveries in public primary facility,05/20 dropping lambda,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.02,0.02,0.02,0.02,0.01","1,1,1,1,1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214",,0,1,1000,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//pub_prim/02_linear_oos/alpha_2025-05-19/pub_prim_custom_prior_2025_05_19.csv,,
130,Percent deliveries in private hospital,33,10554,50363,48751,31605,22,1980,2024,3,logit,22,3,Percent deliveries in private hospital,05/20 dropping lambda,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, domestic_he_cap, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.02,0.02,0.02,0.02,0.02","1,1,1,1,1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214",,0,1,1000,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//priv_hosp/02_linear_oos/alpha_2025-05-19/priv_hosp_custom_prior_2025_05_19.csv,,
131,Percent deliveries in hospital of any sector,33,10634,50378,48773,32345,22,1980,2024,3,logit,22,3,Percent deliveries in hospital,05/20 dropping lambda,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.02,0.02,0.02,0.02,0.03","1,1,1,1,1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214",,0,1,1000,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//hosp_any/02_linear_oos/alpha_2025-05-20/hosp_any_custom_prior_2025_05_20.csv,0.001,
132,Percent deliveries in private (for-profit) primary facilities,33,10557,50377,48772,31608,22,1980,2024,3,logit,22,3,Percent deliveries in private primary facility,05/20 dropping lambda,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.3,0.3,0.3,0.3,0.1","1,1,1,1,1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214",,0,1,1000,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//priv_prim/02_linear_oos/alpha_2025-05-20/priv_prim_custom_prior_2025_05_20.csv,0.001,
133,Percent deliveries in public hospital,33,10530,50374,48769,31604,22,1980,2024,3,logit,22,3,Percent deliveries in public hospital,05/20 dropping lambda,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.3,0.3,0.3,0.3,0.0","1,1,1,1,1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214",,0,1,1000,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//pub_hosp/02_linear_oos/alpha_2025-05-20/pub_hosp_custom_prior_2025_05_20.csv,,
134,Percent deliveries in primary facility of any sector,33,10635,50379,48774,32346,22,1980,2024,3,logit,22,3,Percent deliveries in a primary facility,05/20 dropping lambda,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.3,0.3,0.3,0.3,0.1","1,1,1,1,1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214",,0,1,1000,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//prim_any/02_linear_oos/alpha_2025-05-20/prim_any_custom_prior_2025_05_20.csv,,
135,Percent deliveries in public primary facilities,33,10556,50376,48771,31607,22,1980,2024,3,logit,22,3,Percent deliveries in public primary facility,05/20 dropping lambda,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.3,0.3,0.3,0.3,0.2","1,1,1,1,1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214",,0,1,1000,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//pub_prim/02_linear_oos/alpha_2025-05-20/pub_prim_custom_prior_2025_05_20.csv,,
136,Percent deliveries in private hospital,33,10554,50375,48770,31605,22,1980,2024,3,logit,22,3,Percent deliveries in private hospital,05/20 dropping lambda,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5,0.5,0.5,0.5,0.5","1,1,1,1,1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214",,0,1,100,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//priv_hosp/02_linear_oos/alpha_2025-05-20/priv_hosp_custom_prior_2025_05_20.csv,,
137,Percent deliveries in hospital of any sector,33,10634,50378,48773,32345,22,1980,2024,3,logit,22,3,Percent deliveries in hospital,"05/21 lowest lambda, same gpr scale","ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.02,0.02,0.02,0.02,0.03","1,1,1,1,1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214",,0,1,1000,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//hosp_any/02_linear_oos/alpha_2025-05-20/hosp_any_custom_prior_2025_05_20.csv,0.001,
138,Percent deliveries in private (for-profit) primary facilities,33,10557,50377,48772,31608,22,1980,2024,3,logit,22,3,Percent deliveries in private primary facility,"05/21 lowest lambda, same gpr scale","ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.3,0.3,0.3,0.3,0.1","1,1,1,1,1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214",,0,1,1000,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//priv_prim/02_linear_oos/alpha_2025-05-20/priv_prim_custom_prior_2025_05_20.csv,0.001,
139,Percent deliveries in public hospital,33,10530,50374,48769,31604,22,1980,2024,3,logit,22,3,Percent deliveries in public hospital,"05/21 lowest lambda, same gpr scale","ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.3,0.3,0.3,0.3,0.0","1,1,1,1,1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214",,0,1,1000,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//pub_hosp/02_linear_oos/alpha_2025-05-20/pub_hosp_custom_prior_2025_05_20.csv,,
140,Percent deliveries in primary facility of any sector,33,10635,50379,48774,32346,22,1980,2024,3,logit,22,3,Percent deliveries in a primary facility,"05/21 lowest lambda, same gpr scale","ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.3,0.3,0.3,0.3,0.1","1,1,1,1,1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214",,0,1,1000,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//prim_any/02_linear_oos/alpha_2025-05-20/prim_any_custom_prior_2025_05_20.csv,,
141,Percent deliveries in public primary facilities,33,10556,50376,48771,31607,22,1980,2024,3,logit,22,3,Percent deliveries in public primary facility,"05/21 lowest lambda, same gpr scale","ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.3,0.3,0.3,0.3,0.2","1,1,1,1,1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214",,0,1,1000,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//pub_prim/02_linear_oos/alpha_2025-05-20/pub_prim_custom_prior_2025_05_20.csv,,
142,Percent deliveries in private hospital,33,10554,50375,48770,31605,22,1980,2024,3,logit,22,3,Percent deliveries in private hospital,"05/21 lowest lambda, same gpr scale","ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, frac_oop_hexp, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5,0.5,0.5,0.5,0.5","1,1,1,1,1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214",,0,1,1000,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//priv_hosp/02_linear_oos/alpha_2025-05-20/priv_hosp_custom_prior_2025_05_20.csv,,
143,Percent deliveries in hospital of any sector,33,10634,50378,48773,32345,22,1980,2024,3,logit,22,3,Percent deliveries in hospital,05/22 dropping frac_oop_hexp + previous lambda,"ANC1_coverage_prop, ANC4_coverage_prop, SBA_coverage_prop, csection_coverage_prop, haqi, universal_health_coverage, sdi, TFR, pct_births_in_over35s",,"1, 5, 10, 15",beta,"0.5, 0.5, 0.1, 0.1, 0.1","1,1,1,1,1",".01,.001,.001,.001, .001","1, 1, 1, 1, 1","20,15,10,10,10","6, 163, 102, 214",,0,1,1000,,/ihme/scratch/projects/hssa/pcp/delivery_location_remapping/mcconrad_pre_gpr//hosp_any/02_linear_oos/alpha_2025-05-22/hosp_any_custom_prior_2025_05_22.csv,0.001,
