"GHDx Record ID","GHDx Record Title","GHDx Record URL","Data provider","Data Provider URL","Series","Geography","Data type","Time period covered","Summary","Ongoing Coverage","Suggested citation"
425183,"Mexico Vital Registration - Registered Births 2018","/record/mexico-vital-registration-registered-births-2018","National Institute of Statistics and Geography (INEGI) (Mexico)","https://www.inegi.org.mx/programas/natalidad/","Mexico Vital Registration - Statistics on Registered Births, Mexico Vital Registration - Registered Births","Mexico","Vital registration","01/2018 to 12/2018","The Ministry of Health compiles and processes data on registered births. 
",NA,"Secretariat of Health (Mexico). Mexico Vital Registration - Registered Births 2018. Mexico City, Mexico: National Institute of Statistics and Geography (INEGI) (Mexico).
"
425283,"Sierra Leone Demographic and Health Survey 2019","/record/sierra-leone-demographic-and-health-survey-2019","Demographic and Health Surveys Program (DHS)","https://www.dhsprogram.com/what-we-do/survey/survey-display-545.cfm","DHS Program Surveys, DHS Standard Demographic and Health Survey (DHS)","Sierra Leone","Survey","05/2019 to 08/2019","The 2019 Sierra Leone Demographic and Health Survey (SLDHS) collected information on fertility, awareness and use of family planning methods, breastfeeding practices, nutritional status of women and children, maternal and child health, adult and childhood mortality, women’s empowerment, domestic violence, female genital cutting, prevalence and awareness and behaviour regarding HIV/AIDS and other sexually transmitted infections (STIs), and other health-related issues such as smoking. Five questionnaires were used for the 2019 SLDHS: The Household Questionnaire, the Woman’s Questionnaire, the Man’s Questionnaire, the Biomarker Questionnaire, and the Fieldworker Questionnaire. The 2019 SLDHS incorporated three biomarkers: anthropometry (height and weight), anaemia testing, and HIV testing. Biomarkers were collected in 50% of households selected for the male survey.
",NA,"ICF International, Ministry of Health and Sanitation (Sierra Leone), Statistics Sierra Leone. Sierra Leone Demographic and Health Survey 2019. Fairfax, United States of America: ICF International, 2020.
"
426238,"Papua New Guinea Demographic and Health Survey 2016-2018","/record/papua-new-guinea-demographic-and-health-survey-2016-2018","Demographic and Health Surveys Program (DHS)","https://www.dhsprogram.com/what-we-do/survey/survey-display-499.cfm","DHS Standard Demographic and Health Survey (DHS), DHS Program Surveys","Papua New Guinea","Survey","09/2016 to 12/2018","The Papua New Guinea Demographic and Health Survey 2016-2018 is part of phase 7 of the Demographic and Health Survey (DHS) series, a nationally representative household survey series. Topics commonly covered in DHS include child and maternal health, family planning, nutrition, health behaviors and knowledge, health care access, and child immunization.
",NA,"ICF International, National Statistical Office (Papua New Guinea). Papua New Guinea Demographic and Health Survey 2016-2018. Fairfax, United States of America: ICF International, 2019.
"
427778,"Lesotho Multiple Indicator Cluster Survey 2018","/record/lesotho-multiple-indicator-cluster-survey-2018","United Nations Children's Fund (UNICEF)","http://mics.unicef.org/surveys","Multiple Indicator Cluster Survey (MICS), MICS Program Surveys","Lesotho","Survey","04/2018 to 09/2018","The Lesotho Multiple Indicator Cluster Survey 2018 is part of MICS6, an international survey initiative to monitor the situation of children and women. The survey covers health, education, child protection, immunization, contraceptive use, and symptoms such as diarrhea, cough, and fever.
",NA,"Bureau of Statistics (Lesotho), United Nations Children's Fund (UNICEF). Lesotho Multiple Indicator Cluster Survey 2018. New York, United States of America: United Nations Children's Fund (UNICEF), 2019.
"
427952,"Mongolia Multiple Indicator Cluster Survey 2018","/record/mongolia-multiple-indicator-cluster-survey-2018","United Nations Children's Fund (UNICEF)","http://mics.unicef.org/surveys","Multiple Indicator Cluster Survey (MICS), MICS Program Surveys","Mongolia","Survey","09/2018 to 12/2018","The Mongolia Multiple Indicator Cluster Survey (MICS) 2018 is part of MICS6, an international survey initiative to monitor the situation of children and women. Topics commonly covered in MICS include immunization, education, child and maternal health, family planning, and HIV/AIDS. MICS also provides data for tracking progress toward Millennium Development Goals (MDGS), particularly those related to health, education and mortality. 
",NA,"Government of Mongolia, National Statistical Office of Mongolia, United Nations Children's Fund (UNICEF), United Nations Population Fund (UNFPA). Mongolia Multiple Indicator Cluster Survey 2018. New York, United States of America: United Nations Children's Fund (UNICEF), 2019.
"
427983,"Suriname Multiple Indicator Cluster Survey 2018","/record/suriname-multiple-indicator-cluster-survey-2018","United Nations Children's Fund (UNICEF)","http://mics.unicef.org/surveys","Multiple Indicator Cluster Survey (MICS), MICS Program Surveys","Suriname","Survey","03/2018 to 08/2018","The Suriname MICS 2018 was conducted as part of Round 6 of this survey series. Areas covered include nutrition, child health, water and sanitation, reproductive health, child development, education, child protection, sexual behavior, and access to mass media.
",NA,"General Bureau of Statistics (Suriname), Ministry of Planning and Development Cooperation (Suriname), Ministry of Social Affairs and Housing (Suriname), United Nations Children's Fund (UNICEF). Suriname Multiple Indicator Cluster Survey 2018. New York, United States of America: United Nations Children's Fund (UNICEF), 2019.
"
427996,"Guatemala Vital Statistics 2018","/record/guatemala-vital-statistics-2018","National Statistics Institute (Guatemala)","https://www.ine.gob.gt/ine/vitales/","Guatemala Vital Statistics","Guatemala","Vital registration","01/2018 to 12/2018","",NA,"National Statistics Institute (Guatemala). Guatemala Vital Statistics 2018. Guatemala City, Guatemala: National Statistics Institute (Guatemala), 2019.
"
429739,"Malawi Organized Network of Services for Everyone’s (ONSE) Health Project Baseline (2017)","/record/malawi-organized-network-services-everyone%E2%80%99s-onse-health-project-baseline-2017","MEASURE Evaluation Project, Carolina Population Center, University of North Carolina","https://dataverse.unc.edu/dataset.xhtml?persistentId=doi:10.15139/S3/T9FBET","","Malawi","Survey","04/2017 to 07/2017","",NA,"MEASURE Evaluation Project, Carolina Population Center, University of North Carolina, United States Agency for International Development (USAID). Malawi Organized Network of Services for Everyone’s (ONSE) Health Project Baseline (2017). 2018.
"
430032,"Sierra Leone Integrated Household Survey 2018","/record/sierra-leone-integrated-household-survey-2018","Statistics Sierra Leone","https://www.statistics.sl/index.php/statistical-activities/field-activities/sierra-leone-integrated-household-survey-slihs.html","Sierra Leone Integrated Household Survey (SLIHS), Living Standards Measurement Study (LSMS), Living Standards Measurement Study (LSMS) - World Bank","Sierra Leone","Survey","01/2018 to 12/2018","""""The Sierra Leone Integrated Household Survey (SLIHS) is Sierra Leone’s Living Standard Measurement Survey (LSMS) or household income and expenditure survey (HIES), which is conducted regularly in order to collect useful socio-economic data to support government planning processes. The 2018 SLIHS data collection covered the period January-December 2018, and it was the third round, which followed the 2011 and 2003 rounds. SLIHS is a multi-topic household survey that collects detailed household incomes and expenditures, which are the ingredient for the monetary poverty assessment and collects information on education, health, employment, housing, and household assets.""""
",NA,"Government of Sierra Leone, Statistics Sierra Leone, World Bank. Sierra Leone Integrated Household Survey 2018.
"
431951,"Zimbabwe Multiple Indicator Cluster Survey 2019","/record/zimbabwe-multiple-indicator-cluster-survey-2019","United Nations Children's Fund (UNICEF)","http://mics.unicef.org/surveys","Multiple Indicator Cluster Survey (MICS), MICS Program Surveys","Zimbabwe","Survey","01/2019 to 04/2019","The Zimbabwe Multiple Cluster Indicator Survey (MICS) 2019 is part of MICS6, an international survey initiative to monitor the situation of children and women. Topics commonly covered in MICS include immunization, education, child and maternal health, family planning, and HIV/AIDS. MICS also provides data for tracking progress toward Millennium Development Goals (MDGs), particularly those related to health, education, and mortality. Interviews were successfully completed for 10,129 women ages 15-49 and 4,178 men ages 15-54 from 11,091 households. Additionally, 6,102 questionnaires were completed for children under 5.
",NA,"United Nations Children's Fund (UNICEF), Zimbabwe National Statistics Agency. Zimbabwe Multiple Indicator Cluster Survey 2019. New York, United States of America: United Nations Children's Fund (UNICEF), 2020.
"
436764,"Bangladesh Multiple Indicator Cluster Survey 2019","/record/bangladesh-multiple-indicator-cluster-survey-2019","United Nations Children's Fund (UNICEF)","http://mics.unicef.org/surveys","Multiple Indicator Cluster Survey (MICS), MICS Program Surveys","Bangladesh","Survey","01/2019 to 06/2019","The Bangladesh Multiple Cluster Indicator Survey (MICS) 2019 is part of MICS6, an international survey initiative to monitor the situation of children and women. Topics commonly covered in MICS include immunization, education, child and maternal health, family planning, and HIV/AIDS. MICS also provides data for tracking progress toward Millennium Development Goals (MDGS), particularly those related to health, education and mortality. For the 2019 Bangladesh MICS, 61,242 households were successfully interviewed, and questionnaires for the following were completed: 64,378 women age 15-49, 40,617 children age 5-17, and 23,099 children under 5. Additionally, 12,238 households and 3,028 water sources underwent water quality testing for arsenic, and 6,069 households were tested for E. coli. 
",NA,"Bangladesh Bureau of Statistics (BBS), Government of Bangladesh, United Nations Children's Fund (UNICEF). Bangladesh Multiple Indicator Cluster Survey 2019.
"
438014,"Kiribati Multiple Indicator Cluster Survey 2018-2019","/record/kiribati-multiple-indicator-cluster-survey-2018-2019","United Nations Children's Fund (UNICEF)","http://mics.unicef.org/surveys","Multiple Indicator Cluster Survey (MICS), MICS Program Surveys","Kiribati","Survey","11/2018 to 01/2019","The Kiribati Multiple Indicator Cluster Survey 2018-2019 is part of MICS6, an international survey initiative to monitor the situation of children and women. The survey covers health, education, child protection, immunization, contraceptive use, and symptoms such as diarrhea, cough, and fever.
",NA,"Kiribati National Statistics Office, Ministry of Health and Medical Services (Kiribati), Secretariat of the Pacific Community (SPC), United Nations Children's Fund (UNICEF), United Nations Population Fund (UNFPA). Kiribati Multiple Indicator Cluster Survey 2018-2019. New York, United States of America: United Nations Children's Fund (UNICEF), 2020.
"
440151,"Turkey Demographic and Health Survey 2018-2019","/record/turkey-demographic-and-health-survey-2018-2019","Demographic and Health Surveys Program (DHS)","https://www.dhsprogram.com/methodology/survey/survey-display-548.cfm","Turkey Demographic and Health Survey , DHS Standard Demographic and Health Survey (DHS), DHS Program Surveys","Türkiye","Survey","10/2018 to 02/2019","The purpose of this survey was to gather data at the household level in order to formulate national indicators related to demographics, fertility, child mortality, maternal health, and nutritional status of women and children. The data were collected through in-person interviews in the home. The survey included questionnaires for the household and for individuals. Women aged 15 through 49 years were asked a specific set of questions on fertility related topics. Measurements of height and weight were taken from mothers and children. The survey was based on the international Macro DHS model questionnaires and those used in previous Turkish health surveys. 
",NA,"Institute of Population Studies, Hacettepe University, Ministry of Development (Turkey), Ministry of Health (Turkey). Turkey Demographic and Health Survey 2018-2019.
"
446732,"Pakistan Social and Living Standards Measurement Survey/ Household Integrated Economic Survey 2018-2019","/record/pakistan-social-and-living-standards-measurement-survey-household-integrated-economic-4","Pakistan Bureau of Statistics","http://www.pbs.gov.pk/node/2967","Pakistan Social and Living Standard Measurement Survey (PSLM), Pakistan Household Integrated Economic Survey (HIES)","Pakistan","Survey","08/2018 to 06/2019","The Pakistan Social and Living Standards Measurement Surveys (PSLM) are designed to collect data on social issues, behavioral practices, and health status. The PSLM is designed to be compared with past rounds of the PSLM for trend analysis, and to provide data for monitoring progress toward Pakistan's Millennium Development Goals (MDGs), and Sustainable Development Goals (SDGs).
For the 2018-2019 PSLM/HIES, data were collected from 24,809 households in the four provinces of Pakistan.
",NA,"Government of Pakistan, Ministry of Planning and Development (Pakistan), Pakistan Bureau of Statistics. Pakistan Social and Living Standards Measurement Survey/ Household Integrated Economic Survey 2018-2019. Islamabad, Pakistan: Pakistan Bureau of Statistics, 2020.
"
446877,"Bangladesh Demographic and Health Survey 2017-2018","/record/bangladesh-demographic-and-health-survey-2017-2018","Demographic and Health Surveys Program (DHS)","https://dhsprogram.com/what-we-do/survey/survey-display-536.cfm","DHS Standard Demographic and Health Survey (DHS), DHS Program Surveys","Bangladesh","Survey","10/2017 to 03/2018","The 2017-18 Bangladesh Demographic and Health Survey (BDHS), is part of Phase 7 of the DHS series; a comprehensive, nationally representative household survey series. 20,127 ever-married women ages 15-49 were interviewed from a sample size of 19,457 households. The 2017-18 BDHS used six types of questionnaires: (1) the Household Questionnaire, (2) the Woman’s Questionnaire (completed by ever-married women age 15-49), (3) the Biomarker Questionnaire, (4) two verbal autopsy questionnaires to collect data on causes of death among children under age 5, (5) the Community Questionnaire, and (6) the Fieldworker Questionnaire.
",NA,"ICF International, Mitra and Associates, National Institute of Population Research and Training (NIPORT). Bangladesh Demographic and Health Survey 2017-2018. Fairfax, United States of America: ICF International, 2020.
"
450419,"Senegal Continuous Demographic and Health Survey 2018","/record/senegal-continuous-demographic-and-health-survey-2018","Demographic and Health Surveys Program (DHS)","https://www.dhsprogram.com/what-we-do/survey/survey-display-580.cfm","DHS Standard Demographic and Health Survey (DHS), DHS Program Surveys","Senegal","Survey","06/2018 to 12/2018","The Senegal Continuous Demographic and Health Survey (DHS) 2018 is part of phase 8 of the Demographic and Health Survey (DHS) series, a nationally representative household survey series. Topics commonly covered in DHS include child and maternal health, family planning, nutrition, health behavior and knowledge, health care access and use, and immunization. For the 2018 Senegal Continuous DHS, 9,414 ever married women ages 15-49 and 3,764 men ages 15-59 were successfully interviewed from 4,592 households.
",NA,"Directorate of Forecasting and Statistics, Ministry of the Economy, Finance and Planning (Senegal), ICF International, Ministry of Health and Social Action (Senegal), United States Agency for International Development (USAID). Senegal Continuous Demographic and Health Survey 2018. Fairfax, United States of America: ICF International, 2020.
"
452894,"Peru Demographic and Family Health Survey 2019","/record/peru-demographic-and-family-health-survey-2019","National Institute of Statistics and Informatics (Peru)","http://iinei.inei.gob.pe/microdatos/","Peru Demographic and Family Health Survey (ENDES)","Peru","Survey","01/2019 to 12/2019","",NA,"National Institute of Statistics and Informatics (Peru). Peru Demographic and Family Health Survey 2019. Lima, Peru: National Institute of Statistics and Informatics (Peru).
"
452953,"Costa Rica Multiple Indicator Cluster Survey 2018","/record/costa-rica-multiple-indicator-cluster-survey-2018","United Nations Children's Fund (UNICEF)","http://mics.unicef.org/surveys","Multiple Indicator Cluster Survey (MICS), MICS Program Surveys","Costa Rica","Survey","03/2018 to 10/2018","The sample for the National Survey of Women, Childhood and Adolescence (EMNA) was used to provide estimates for a large number of indicators on the conditions of women, children and adolescence at the national level, by urban and rural area, as well as the seven provinces of the country: San José, Alajuela, Cartago, Heredia, Guanacaste, Puntarenas and Limón. Four questionnaires were used in the survey: 1) a household questionnaire to collect basic demographic information about all the people who are de jure household members; 2) a questionnaire for individual women applied in each home to all women 15-49 years of age; 3) a questionnaire for children under 5 years old, administered to mothers (or caregivers) of all minor children 5 years living in the home; and 4) a questionnaire for children from 5 to 17 years of age, answered by the mother (or caregiver).
",NA,"Ministry of Health (Costa Rica), National Institute of Statistics and Censuses (Costa Rica), United Nations Children's Fund (UNICEF). Costa Rica Multiple Indicator Cluster Survey 2018. New York, United States of America: United Nations Children's Fund (UNICEF), 2020.
"
453328,"North Macedonia Multiple Indicator Cluster Survey 2018-2019","/record/north-macedonia-multiple-indicator-cluster-survey-2018-2019","United Nations Children's Fund (UNICEF)","http://mics.unicef.org/surveys","Multiple Indicator Cluster Survey (MICS), MICS Program Surveys","North Macedonia","Survey","11/2018 to 03/2019","In 2018-2019, two Multiple Indicator Cluster Surveys were carried out in North Macedonia using two different samples: one was the 2018-2019 North Macedonia MICS and the other was the 2018-2019 North Macedonia Roma Settlements MICS. The 2018-2019 North Macedonia MICS was carried out based on a national sample representative of the whole population of North Macedonia. The 2018-2019 North Macedonia Roma Settlements MICS was carried out based on a Roma settlements sample representative of the population living in Roma settlements in the country. 
Four questionnaires were used in the surveys: 1) a household questionnaire; 2) a questionnaire for individual women administered in each household to all women age 15-49 years; 3) an under-5 questionnaire, administered to mothers (or caretakers); and 4) a questionnaire for children age 5-17 years, administered to the mother (or caretaker) of one randomly selected child age 5-17 years living in the household.
",NA,"Ipsos Strategic Puls, State Statistical Office (Republic of North Macedonia), United Nations Children's Fund (UNICEF). North Macedonia Multiple Indicator Cluster Survey 2018-2019. New York, United States of America: United Nations Children's Fund (UNICEF), 2020.
"
453346,"Tonga Multiple Indicator Cluster Survey 2019","/record/tonga-multiple-indicator-cluster-survey-2019","United Nations Children's Fund (UNICEF)","http://mics.unicef.org/surveys","Multiple Indicator Cluster Survey (MICS), MICS Program Surveys","Tonga","Survey","10/2019 to 12/2019","The sample for the Tonga MICS 2019 was designed to provide estimates for a large number of indicators on the situation of children and women at the national level, for urban and rural areas, and for divisions: Tongatapu, Vava’u, Ha’apai, ‘Eua and Ongo Niua. The urban and rural areas were identified as the main sampling strata and the sample of households was selected in two stages. Within each stratum, a specified number of census enumeration areas were selected systematically with probability proportional to size. After a household listing was carried out within the selected enumeration areas, a systematic sample of 20 households was drawn.
All of the selected enumeration areas were visited during the fieldwork data collection. The sampling frame was based on the 2016 Tonga Census of Population and Housing. It was calculated that 139 sample clusters would need to be selected in total.
",NA,"Government of Tonga, Pacific Community Statistics for Development Division, Tonga Department of Statistics, United Nations Children's Fund (UNICEF), United Nations Population Fund (UNFPA). Tonga Multiple Indicator Cluster Survey 2019. New York, United States of America: United Nations Children's Fund (UNICEF), 2020.
"
453549,"Turkmenistan Multiple Indicator Cluster Survey 2019","/record/turkmenistan-multiple-indicator-cluster-survey-2019","United Nations Children's Fund (UNICEF)","http://mics.unicef.org/surveys","Multiple Indicator Cluster Survey (MICS), MICS Program Surveys","Turkmenistan","Survey","05/2019 to 08/2019","The sample for the 2019 Turkmenistan MICS was designed to provide estimates for a large number of indicators on the situation of children and women at the national level, for urban and rural areas, and for 6 regions: Ashgabat city, Akhal, Balkan, Dashoguz, Lebap and Mary velayats. The urban and rural areas within each region were identified as the main sampling strata and the sample of households was selected in two stages.
Four questionnaires were used in the survey: 1) a household questionnaire to collect basic demographic information on all de jure household members, the household, and the dwelling; 2) a questionnaire for individual women administered in each household to all women age 15-49 years; 3) an under-5 questionnaire, administered to mothers (or caretakers); and 4) a questionnaire for children age 5-17 years, administered to the mother (or caretaker) of one randomly selected child age 5-17 years living in the household.
",NA,"The State Committee of Turkmenistan for Statistics and UNICEF. 2020. 2019 Turkmenistan Multiple Indicator Cluster Survey. Survey Findings Report. Ashgabat, Turkmenistan: State Committee for Statistics of Turkmenistan and UNICEF.
"
456286,"Samoa Multiple Indicator Cluster Survey 2019-2020","/record/samoa-multiple-indicator-cluster-survey-2019-2020","United Nations Children's Fund (UNICEF)","http://mics.unicef.org/surveys","Multiple Indicator Cluster Survey (MICS), MICS Program Surveys, Samoa Demographic and Health Survey","Samoa","Survey","10/2019 to 02/2020","The sample for the Samoa DHS-MICS 2019-20 was designed to provide estimates for indicators on the situation of children and women at the national level, for urban and rural areas, and for the four regions of the country: Apia Urban Area, North West Upolu, Rest of Upolu and Savaii. The urban and rural areas were identified as the main sampling strata and the sample of households was selected in two stages. Within each stratum, a specified number of census enumeration areas were selected using systematic equal probability sampling procedure. A systematic sample of 20 households from rural EAs and 15 households from urban EAs was drawn. All of the selected enumeration areas were visited during the fieldwork data collection. The sampling frame was based on 2016 Samoa Census of Population and Housing. It was calculated that 204 sample clusters would need to be selected in total. As the sample is not self-weighting, sample weights are used for reporting survey results. 
",NA,"Pacific Community Statistics for Development Division, Samoa Bureau of Statistics, United Nations Children's Fund (UNICEF). Samoa Multiple Indicator Cluster Survey 2019-2020. New York, United States of America: United Nations Children's Fund (UNICEF), 2022.
"
457894,"Guinea-Bissau Multiple Indicator Cluster Survey 2018-2019","/record/guinea-bissau-multiple-indicator-cluster-survey-2018-2019","United Nations Children's Fund (UNICEF)","http://mics.unicef.org/surveys","Multiple Indicator Cluster Survey (MICS), MICS Program Surveys","Guinea-Bissau","Survey","11/2018 to 03/2019","The Guinea-Bissau Multiple Cluster Indicator Survey 2018-2019 is part of MICS6, an international survey initiative to monitor the situation of children and women. Interviews include: 7,379 households; 10,945 women ages 15-49 years; 7,484 mothers/caregivers of children under five; 5,836 mothers/caregivers of children ages 5-17; and 2,805 men. Households were also tested for water quality (1,828).
MICS used a two-stage stratified sampling method. The sampling base was based on the 2009 General Population and Housing Census (RGPH). Primary sampling units selected in the first stage were the enumeration zones (Districts of the Census) of the Census. A list of households has been drawn up in each Primary Unit of the sample and a sample of Households was selected in the second stage (Secondary Units).
",NA,"National Statistics Institute (Guinea-Bissau), United Nations Children's Fund (UNICEF). Guinea-Bissau Multiple Indicator Cluster Survey 2018-2019. New York, United States of America: United Nations Children's Fund (UNICEF), 2020.
"
459477,"Serbia Multiple Indicator Cluster Survey 2019","/record/serbia-multiple-indicator-cluster-survey-2019","United Nations Children's Fund (UNICEF)","http://mics.unicef.org/surveys","Multiple Indicator Cluster Survey (MICS), MICS Program Surveys","Serbia","Survey","09/2019 to 12/2019","The MICS surveys were carried out in 2019 on two separate samples — the Serbia MICS on a nationally representative sample and the Serbia Roma Settlements MICS on a sample of Roma households living in Roma settlements. At the national level a total of 8,101 households were selected: 2,425 households with children and 5,676 households without children. The 2019 Serbia MICS sample is not self-weighting. In addition to the administration of questionnaires, fieldwork teams measured the weights and heights of children age under five years.
",NA,"Statistical Office of the Republic of Serbia and UNICEF. 2019. Serbia Multiple Indicator Cluster Survey and Serbia Roma Settlements Multiple Indicator Cluster Survey, 2019, Survey Findings Report. Belgrade, Serbia: Statistical Office of the Republic of Serbia and UNICEF.
"
459845,"Liberia Demographic and Health Survey 2019-2020","/record/liberia-demographic-and-health-survey-2019-2020","Demographic and Health Surveys Program (DHS)","https://www.dhsprogram.com/methodology/survey/survey-display-537.cfm","DHS Standard Demographic and Health Survey (DHS), DHS Program Surveys","Liberia","Survey","10/2019 to 02/2020","The Liberia Demographic and Health Survey (DHS) 2019-2020 was conducted as part of phase 7 of the Demographic and Health Survey series. Topics commonly covered in the DHS include child and maternal health, family planning, nutrition, health behavior and knowledge, health care access and use, and immunization. In addition to a complete birth history for each respondent, this survey also collected a complete birth history for the mother of the respondent. For the 2019-2020 Liberia DHS, 3,338 women ages 15-49 and 1,563 men ages 15-59 were successfully interviewed from 3,321 households.
 
 
",NA,"ICF International, Liberia Institute for Statistics and Geo-information Services (LISGIS), Ministry of Health and Social Welfare (Liberia). Liberia Demographic and Health Survey 2019-2020. 2021.
"
459854,"Gambia Demographic and Health Survey 2019-2020","/record/gambia-demographic-and-health-survey-2019-2020","Demographic and Health Surveys Program (DHS)","https://www.dhsprogram.com/methodology/survey/survey-display-555.cfm","DHS Standard Demographic and Health Survey (DHS), DHS Program Surveys","Gambia","Survey","11/2019 to 03/2020","The Gambia Demographic and Health Survey (DHS) 2019-2020 is part of Round 7 of the DHS series.
",NA,"Gambia Bureau of Statistics (GBOS), ICF International, Ministry of Health and Social Welfare (The Gambia). Gambia Demographic and Health Survey 2019-2020. Fairfax, United States of America: ICF International, 2021.
"
459865,"Pakistan Special Demographic and Health Survey 2019","/record/pakistan-special-demographic-and-health-survey-2019","Demographic and Health Surveys Program (DHS)","https://www.dhsprogram.com/methodology/survey/survey-display-552.cfm","DHS Special Demographic and Health Survey (Special DHS), DHS Program Surveys","Pakistan, Azad Jammu and Kashmir, Balochistan, Federally Administered Tribal Areas [Historical], Gilgit-Baltistan, Islamabad, Khyber Pakhtunkhwa, Punjab, Sindh","Survey","01/2019 to 09/2019","The 2019 Pakistan Maternal Mortality Survey (PMMS) sampling consisted of urban and rural areas of the four provinces of Pakistan (Punjab, Sindh, Khyber Pakhtunkhwa, and Balochistan), Azad Jammu and Kashmir (AJK), Gilgit Baltistan (GB), Federally Administered Tribal Areas (FATA), and the Islamabad Capital Territory (ICT). A total of 153,560 households (81,400 rural and 72,160 urban) were selected using a two-stage and two-phase stratified systematic sampling approach.Households that reported at least one death of a woman of reproductive age were then visited, and detailed verbal autopsies were conducted to determine the causes and circumstances of these deaths to help identify maternal deaths. Six questionnaires were used in the 2019 PMMS: the Short Household Questionnaire, the Long Household Questionnaire, the Woman’s Questionnaire, the Verbal Autopsy Questionnaire, the Community Questionnaire, and the Fieldworker Questionnaire.
",NA,"ICF International, National Institute of Population Studies (Pakistan). Pakistan Special Demographic and Health Survey 2019. Fairfax, United States of America: ICF International, 2020.
"
460813,"Senegal Continuous Demographic and Health Survey 2019","/record/senegal-continuous-demographic-and-health-survey-2019","Demographic and Health Surveys Program (DHS)","https://www.dhsprogram.com/methodology/survey/survey-display-581.cfm","DHS Program Surveys, DHS Standard Demographic and Health Survey (DHS)","Senegal","Survey","04/2019 to 12/2019","The Senegal Continuous Demographic and Health Survey (DHS) 2019 is part of phase 8 of the Demographic and Health Survey (DHS) series, a nationally representative household survey series. Topics commonly covered in DHS include child and maternal health, family planning, nutrition, health behavior and knowledge, health care access and use, and immunization. For the 2019 Senegal Continuous DHS, 8,649 ever married women ages 15-49 and 3,365 men ages 15-59 were successfully interviewed from 4,538 households.
",NA,"ICF International, Ministry of Health and Social Action (Senegal), National Agency of Statistics and Demography (Senegal), United States Agency for International Development (USAID). Senegal Continuous Demographic and Health Survey 2019. Fairfax, United States of America: ICF International, 2020.
"
462027,"Kosovo Multiple Indicator Cluster Survey 2019-2020","/record/kosovo-multiple-indicator-cluster-survey-2019-2020","United Nations Children's Fund (UNICEF)","http://mics.unicef.org/surveys","Multiple Indicator Cluster Survey (MICS), MICS Program Surveys","Kosovo","Survey","12/2019 to 03/2020","In 2019-2020, two MICS surveys were carried out in Kosovo using two different samples: one was the 2019-2020 Kosovo MICS and the other, the 2019-2020 Roma, Ashkali and Egyptian Communities in Kosovo MICS.  The two samples and their technical characteristics are described separately in the relevant sections of the report. Elements of the methodology and of findings that are common (snapshots, final report) for both surveys are presented jointly. In the Kosovo MICS, researchers interviewed 5,124 households. In the Roma, Ashkali and Egyptian Communities, researchers were able to interview 1,221 households.
",NA,"Kosovo Agency of Statistics, United Nations Children's Fund (UNICEF). Kosovo Multiple Indicator Cluster Survey 2019-2020. Fairfax, United States of America: ICF International, 2020.
"
462482,"Rwanda Demographic and Health Survey 2019-2020","/record/rwanda-demographic-and-health-survey-2019-2020","Demographic and Health Surveys Program (DHS)","https://www.dhsprogram.com/methodology/survey/survey-display-554.cfm","DHS Program Surveys, DHS Standard Demographic and Health Survey (DHS)","Rwanda","Survey","11/2019 to 07/2020","The primary objective of the 2019-20 Rwanda DHS is to provide up-to-date estimates of basic demographic and health indicators. The survey collected information on fertility, awareness and use of family planning methods, breastfeeding practices, nutritional status of women and children, maternal and child health, adult and childhood mortality, women’s empowerment, domestic violence, awareness and behavior regarding HIV/AIDS and other sexually transmitted infections (STIs), and other health-related issues such as smoking. It also tested for the prevalence of anemia, malaria, HIV, and selected micronutrient indicators.
Data collection took place from November 9, 2019, to July 20, 2020. The data collection was interrupted for more than 2 months from March 21 to June 7, 2020, due the nationwide lockdown for the Coronavirus disease (COVID-19) pandemic.
",NA,"Ministry of Health (Rwanda), National Institute of Statistics (Rwanda), Rwanda Biomedical Center (RBC). Rwanda Demographic and Health Survey 2019-2020. Fairfax, United States of America: ICF International, 2021.
"
462617,"Nepal Multiple Indicator Cluster Survey 2019","/record/nepal-multiple-indicator-cluster-survey-2019","United Nations Children's Fund (UNICEF)","http://mics.unicef.org/surveys","Multiple Indicator Cluster Survey (MICS), MICS Program Surveys","Nepal","Survey","05/2019 to 11/2019","The sample for the Nepal MICS 2019 samples were collected at urban and rural areas of seven provinces: Province 1, Province 2, Bagmati province, Gandaki province, Lumbini province, Karnali province, and Sudoorpashchim province. Kathmandu valley urban is included as a separate stratum. The survey includes 6 questionnaires: 1) a household questionnaire; 2) water quality testing questionnaire 3) individual women, aged 15-49 years; 4) individual men (ages 15-49) administered in every second household; 5) a questionnaire for children under 5; and 6) a questionnaire for children age 5-17 years, administered to mothers (or caretakers). Fieldwork teams observed handwashing stations in households, measured the weights and heights of children age under 5 years, and tested household water for E. coli and source water for both E. coli levels and arsenic. The questionnaires were customized and translated into Nepali, Bhojpuri and Maithili. 
",NA,"Central Bureau of Statistics (Nepal), United Nations Children's Fund (UNICEF). Nepal Multiple Indicator Cluster Survey 2019. New York, United States of America: United Nations Children's Fund (UNICEF), 2020.
"
